1968-10-19 	25 	5 	  	  	 
1968-10-25 	43 	3 	  	  	 
1968-11-01 	38 	8 	  	  	 
1968-11-08 	46 	10 	  	  	 
1968-11-15 	53 	13 	  	  	 
1968-11-22 	58 	13 	  	  	 
1968-11-29 	65 	13 	  	  	 
1968-12-06 	74 	15 	  	  	 
1968-12-13 	83 	13 	  	  	 
1968-12-20 	97 	10 	  	  	 
1968-12-27 	94 	15 	  	  	 
1969-01-03 	102 	23 	  	  	 
1969-01-10 	109 	23 	  	  	 
1969-01-17 	113 	25 	  	  	 
1969-01-24 	118 	28 	  	  	 
1969-01-31 	123 	28 	  	  	 
1969-02-07 	128 	30 	  	  	 
1969-02-14 	137 	33 	  	  	 
1969-02-21 	138 	33 	  	  	 
1969-02-28 	145 	33 	  	  	 
1969-03-07 	151 	41 	  	  	 
1969-03-14 	147 	33 	  	  	 
1969-03-21 	152 	36 	  	  	 
1969-03-28 	157 	36 	  	  	 
1969-04-04 	166 	41 	  	  	 
1969-04-11 	170 	36 	  	  	 
1969-04-18 	171 	38 	  	  	 
1969-04-25 	188 	33 	  	  	 
1969-05-02 	173 	51 	  	  	 
1969-05-09 	178 	43 	  	  	 
1969-05-16 	173 	53 	  	  	 
1969-06-27 	193 	0 	  	  	 
1969-07-05 	168 	0 	  	  	 
1969-07-11 	173 	0 	  	  	 
1969-07-18 	131 	0 	  	  	 
1969-07-25 	122 	0 	  	  	 
1969-08-01 	99 	0 	  	  	 
1969-10-17 	5 	5 	  	  	 
1969-10-24 	51 	3 	  	  	 
1969-10-31 	48 	3 	  	  	 
1969-11-07 	56 	5 	  	  	 
1969-11-14 	66 	23 	  	  	 
1969-11-22 	69 	41 	  	  	 
1969-11-28 	86 	33 	  	  	 
1969-12-05 	83 	43 	  	  	 
1969-12-12 	84 	48 	  	  	 
1969-12-19 	89 	46 	  	  	 
1969-12-26 	94 	61 	  	  	 
1970-01-02 	107 	36 	  	  	 
1970-01-09 	103 	48 	  	  	 
1970-01-16 	113 	51 	  	  	 
1970-01-23 	114 	43 	  	  	 
1970-01-30 	114 	41 	  	  	 
1970-02-06 	130 	43 	  	  	 
1970-02-13 	128 	43 	  	  	 
1970-02-20 	130 	53 	  	  	 
1970-02-27 	136 	46 	  	  	 
1970-03-06 	140 	46 	  	  	 
1970-03-13 	140 	51 	  	  	 
1970-03-20 	146 	48 	  	  	 
1970-03-27 	147 	48 	  	  	 
1970-04-03 	156 	51 	  	  	 
1970-04-10 	160 	51 	  	  	 
1970-04-17 	163 	48 	  	  	 
1970-04-24 	163 	61 	  	  	 
1970-05-01 	174 	64 	  	  	 
1970-05-08 	165 	61 	  	  	 
1970-05-15 	160 	64 	  	  	 
1970-05-22 	173 	64 	  	  	 
1970-05-29 	160 	81 	  	  	 
1970-06-05 	173 	48 	  	  	 
1970-06-12 	171 	61 	  	  	 
1970-06-19 	175 	61 	  	  	 
1970-06-26 	155 	43 	  	  	 
1970-07-03 	127 	51 	  	  	 
1970-07-10 	165 	51 	  	  	 
1970-07-17 	124 	0 	  	  	 
1970-07-24 	84 	0 	  	  	 
1970-07-31 	75 	0 	  	  	 
1970-09-25 	1 	0 	  	  	 
1970-10-30 	41 	8 	  	  	 
1970-11-07 	44 	10 	  	  	 
1970-11-13 	51 	10 	  	  	 
1970-11-20 	64 	8 	  	  	 
1970-11-29 	67 	10 	  	  	 
1970-12-04 	65 	10 	  	  	 
1970-12-11 	70 	10 	  	  	 
1970-12-18 	89 	18 	  	  	 
1970-12-25 	84 	15 	  	  	 
1971-01-02 	95 	18 	  	  	 
1971-01-08 	99 	15 	  	  	 
1971-01-15 	105 	18 	  	  	 
1971-01-22 	104 	20 	  	  	 
1971-01-29 	119 	15 	  	  	 
1971-02-05 	123 	20 	  	  	 
1971-02-12 	128 	15 	  	  	 
1971-02-19 	133 	25 	  	  	 
1971-02-26 	140 	20 	  	  	 
1971-03-05 	140 	23 	  	  	 
1971-03-12 	147 	20 	  	  	 
1971-03-19 	147 	23 	  	  	 
1971-03-26 	156 	23 	  	  	 
1971-04-02 	164 	23 	  	  	 
1971-04-09 	169 	23 	  	  	 
1971-04-23 	177 	46 	  	  	 
1971-05-02 	177 	58 	  	  	 
1971-05-07 	183 	66 	  	  	 
1971-05-14 	168 	53 	  	  	 
1971-05-21 	177 	61 	  	  	 
1971-05-28 	189 	58 	  	  	 
1971-06-04 	180 	61 	  	  	 
1971-06-11 	175 	61 	  	  	 
1971-06-18 	168 	30 	  	  	 
1971-06-25 	180 	0 	  	  	 
1971-07-02 	151 	0 	  	  	 
1971-07-09 	114 	0 	  	  	 
1971-07-16 	88 	0 	  	  	 
1971-10-08 	30 	3 	  	  	 
1971-10-15 	41 	5 	  	  	 
1971-10-22 	44 	25 	  	  	 
1971-10-29 	61 	20 	  	  	 
1971-11-05 	61 	23 	  	  	 
1971-11-12 	66 	18 	  	  	 
1971-11-19 	62 	10 	  	  	 
1971-11-26 	79 	20 	  	  	 
1971-12-03 	79 	23 	  	  	 
1971-12-11 	90 	20 	  	  	 
1971-12-17 	98 	30 	  	  	 
1971-12-24 	100 	28 	  	  	 
1971-12-31 	109 	23 	  	  	 
1972-01-08 	109 	38 	  	  	 
1972-01-15 	117 	38 	  	  	 
1972-01-21 	109 	30 	  	  	 
1972-01-28 	127 	41 	  	  	 
1972-02-04 	132 	41 	  	  	 
1972-02-11 	136 	43 	  	  	 
1972-02-18 	137 	43 	  	  	 
1972-02-25 	141 	46 	  	  	 
1972-03-03 	145 	46 	  	  	 
1972-03-10 	156 	41 	  	  	 
1972-03-17 	157 	41 	  	  	 
1972-03-24 	163 	41 	  	  	 
1972-03-31 	165 	43 	  	  	 
1972-04-07 	159 	51 	  	  	 
1972-04-21 	168 	61 	  	  	 
1972-04-28 	170 	56 	  	  	 
1972-05-06 	174 	56 	  	  	 
1972-05-12 	168 	71 	  	  	 
1972-05-19 	183 	61 	  	  	 
1972-05-26 	178 	61 	  	  	 
1972-06-02 	173 	64 	  	  	 
1972-06-09 	180 	61 	  	  	 
1972-06-16 	173 	66 	  	  	 
1972-06-22 	188 	58 	  	  	 
1972-06-30 	165 	30 	  	  	 
1972-07-07 	155 	0 	  	  	 
1972-09-29 	15 	3 	  	  	 
1972-10-06 	22 	3 	  	  	 
1972-10-13 	27 	5 	  	  	 
1972-10-20 	33 	8 	  	  	 
1972-10-27 	38 	5 	  	  	 
1972-11-10 	56 	5 	  	  	 
1972-11-17 	58 	13 	  	  	 
1972-12-01 	67 	20 	  	  	 
1972-12-08 	74 	25 	  	  	 
1972-12-15 	74 	30 	  	  	 
1972-12-22 	88 	25 	  	  	 
1972-12-30 	97 	28 	  	  	 
1973-01-05 	99 	46 	  	  	 
1973-01-12 	99 	25 	  	  	 
1973-01-19 	107 	36 	  	  	 
1973-01-26 	107 	51 	  	  	 
1973-02-02 	119 	33 	  	  	 
1973-02-09 	119 	46 	  	  	 
1973-02-16 	122 	33 	  	  	 
1973-02-23 	130 	43 	  	  	 
1973-03-02 	135 	38 	  	  	 
1973-03-09 	133 	36 	  	  	 
1973-03-16 	140 	36 	  	  	 
1973-03-23 	145 	30 	  	  	 
1973-03-31 	147 	38 	  	  	 
1973-04-06 	152 	36 	  	  	 
1973-04-13 	157 	41 	  	  	 
1973-04-20 	169 	43 	  	  	 
1973-04-27 	165 	46 	  	  	 
1973-05-04 	165 	43 	  	  	 
1973-05-11 	165 	41 	  	  	 
1973-05-18 	170 	51 	  	  	 
1973-05-25 	170 	51 	  	  	 
1973-10-26 	41 	3 	  	  	 
1973-11-02 	41 	10 	  	  	 
1973-11-09 	46 	15 	  	  	 
1973-11-16 	48 	18 	  	  	 
1973-11-23 	51 	20 	  	  	 
1973-11-30 	53 	38 	  	  	 
1973-12-07 	61 	25 	  	  	 
1973-12-14 	58 	28 	  	  	 
1973-12-21 	69 	30 	  	  	 
1973-12-28 	76 	30 	  	  	 
1974-01-05 	76 	38 	  	  	 
1974-01-11 	81 	23 	  	  	 
1974-01-18 	79 	36 	  	  	 
1974-01-25 	84 	30 	  	  	 
1974-02-02 	89 	30 	  	  	 
1974-02-08 	95 	36 	  	  	 
1974-02-15 	112 	46 	  	  	 
1974-02-23 	124 	38 	  	  	 
1974-03-01 	124 	25 	  	  	 
1974-03-08 	112 	38 	  	  	 
